CUSTOMER	ARRIVAL HEADWAY	ARRIVAL TIME	SERVICE TIME	DEPARTURE TIME	DELAY TIME
72	2.3	137.19	1.25	138.44	1.25
73	0.4	137.59	1.1	139.54	1.95
74	5.89	143.48	0.79	144.27	0.79
75	1.25	144.73	1.02	145.75	1.02
76	0.04	144.77	0.84	146.59	1.82
77	1.14	145.91	1.23	147.82	1.91
78	1.03	146.94	1.07	148.89	1.95
79	1.4	148.34	0.85	149.74	1.4
80	7.66	156.0	0.9	156.9	0.9
81	3.83	159.83	1.2	161.03	1.2
82	1.02	160.85	0.82	161.85	1.0
83	2.4	163.25	1.1	164.35	1.1
84	0.87	164.12	0.93	165.28	1.16
85	1.77	165.89	0.84	166.73	0.84
86	0.15	166.04	1.1	167.83	1.79
87	1.31	167.35	1.02	168.85	1.5
88	0.52	167.87	1.16	170.01	2.14
89	5.75	173.62	0.89	174.51	0.89
90	0.72	174.34	0.99	175.5	1.16
91	8.87	183.21	1.11	184.32	1.11
92	0.72	183.93	1.01	185.33	1.4
93	1.33	185.26	1.01	186.34	1.08
94	0.46	185.72	1.01	187.35	1.63
95	4.6	190.32	1.12	191.44	1.12
96	7.3	197.62	1.19	198.81	1.19
97	7.39	205.01	1.08	206.09	1.08
98	0.6	205.61	0.9	206.99	1.38
99	2.96	208.57	1.17	209.74	1.17
100	2.44	211.01	0.83	211.84	0.83
101	6.29	217.3	0.91	218.21	0.91
102	2.58	219.88	1.05	220.93	1.05
103	2.22	222.1	0.8	222.9	0.8
104	1.42	223.52	1.07	224.59	1.07
105	0.13	223.65	1.09	225.68	2.03
106	1.97	225.62	1.2	226.88	1.26
107	1.99	227.61	1.04	228.65	1.04
108	1.93	229.54	0.92	230.46	0.92
109	0.16	229.7	1.22	231.68	1.98
110	0.54	230.24	1.14	232.82	2.58
111	0.13	230.37	0.92	233.74	3.37
112	0.87	231.24	1.19	234.93	3.69
113	2.84	234.08	1.1	236.03	1.95
114	4.32	238.4	1.15	239.55	1.15
115	2.13	240.53	1.06	241.59	1.06
116	1.38	241.91	0.95	242.86	0.95
117	1.46	243.37	1.07	244.44	1.07
118	0.88	244.25	0.97	245.41	1.16
119	3.4	247.65	0.81	248.46	0.81
120	1.03	248.68	0.99	249.67	0.99
121	1.8	250.48	1.07	251.55	1.07
122	0.2	250.68	1.24	252.79	2.11
123	4.22	254.9	0.98	255.88	0.98
124	0.65	255.55	1.04	256.92	1.37
125	2.96	258.51	1.09	259.6	1.09
126	1.07	259.58	0.91	260.51	0.93
127	2.6	262.18	1.12	263.3	1.12
128	0.17	262.35	1.01	264.31	1.96
129	2.58	264.93	0.83	265.76	0.83
130	0.93	265.86	1.03	266.89	1.03
131	3.4	269.26	1.1	270.36	1.1
132	0.87	270.13	1.06	271.42	1.29
133	6.05	276.18	0.77	276.95	0.77
134	1.42	277.6	1.22	278.82	1.22
135	2.1	279.7	0.83	280.53	0.83
136	4.18	283.88	1.14	285.02	1.14
137	0.9	284.78	1.18	286.2	1.42
138	0.5	285.28	1.07	287.27	1.99
139	3.27	288.55	1.24	289.79	1.24
140	0.31	288.86	1.07	290.86	2.0
141	0.23	289.09	0.85	291.71	2.62
142	0.62	289.71	0.75	292.46	2.75
143	0.1	289.81	1.09	293.55	3.74
144	2.3	292.11	1.12	294.67	2.56
145	2.06	294.17	0.85	295.52	1.35
146	0.91	295.08	1.24	296.76	1.68
147	0.6	295.68	0.97	297.73	2.05
148	0.24	295.92	1.01	298.74	2.82
149	0.67	296.59	1.03	299.77	3.18
150	1.1	297.69	0.78	300.55	2.86
151	0.31	298.0	1.22	301.77	3.77
152	0.13	298.13	0.87	302.64	4.51
153	1.81	299.94	1.1	303.74	3.8
154	0.44	300.38	1.24	304.98	4.6
155	7.22	307.6	1.14	308.74	1.14
156	0.09	307.69	0.84	309.58	1.89
157	2.11	309.8	0.91	310.71	0.91
158	2.47	312.27	0.99	313.26	0.99
159	1.16	313.43	0.75	314.18	0.75
160	3.94	317.37	1.15	318.52	1.15
161	0.23	317.6	1.23	319.75	2.15
162	0.33	317.93	0.78	320.53	2.6
163	0.93	318.86	0.77	321.3	2.44
164	0.53	319.39	1.11	322.41	3.02
165	0.96	320.35	1.01	323.42	3.07
166	0.32	320.67	0.97	324.39	3.72
167	0.66	321.33	1.22	325.61	4.28
168	1.82	323.15	1.01	326.62	3.47
169	2.11	325.26	0.98	327.6	2.34
170	0.09	325.35	1.01	328.61	3.26
171	0.01	325.36	0.97	329.58	4.22
172	1.38	326.74	1.17	330.75	4.01
173	2.66	329.4	0.84	331.59	2.19
174	1.57	330.97	1.09	332.68	1.71
175	1.07	332.04	0.97	333.65	1.61
176	3.14	335.18	1.12	336.3	1.12
177	0.55	335.73	1.1	337.4	1.67
178	2.92	338.65	1.12	339.77	1.12
179	2.04	340.69	0.82	341.51	0.82
180	0.68	341.37	1.23	342.74	1.37
181	4.18	345.55	1.11	346.66	1.11
182	5.54	351.09	0.9	351.99	0.9
183	0.49	351.58	0.76	352.75	1.17
184	1.33	352.91	1.04	353.95	1.04
185	5.27	358.18	0.78	358.96	0.78
186	0.78	358.96	1.23	360.19	1.23
187	1.85	360.81	1.12	361.93	1.12
188	3.72	364.53	1.11	365.64	1.11
189	4.79	369.32	1.19	370.51	1.19
190	3.46	372.78	1.08	373.86	1.08
191	0.04	372.82	1.05	374.91	2.09
192	4.49	377.31	1.09	378.4	1.09
193	0.09	377.4	1.11	379.51	2.11
194	1.01	378.41	0.9	380.41	2.0
195	0.97	379.38	1.19	381.6	2.22
196	0.48	379.86	1.17	382.77	2.91
197	1.57	381.43	1.13	383.9	2.47
198	0.72	382.15	1.1	385.0	2.85
199	2.24	384.39	0.78	385.78	1.39
200	1.33	385.72	0.98	386.76	1.04
201	7.84	393.56	0.93	394.49	0.93
202	0.11	393.67	1.15	395.64	1.97
203	1.01	394.68	1.15	396.79	2.11
204	0.41	395.09	0.93	397.72	2.63
205	0.25	395.34	0.82	398.54	3.2
206	0.31	395.65	0.88	399.42	3.77
207	0.61	396.26	0.92	400.34	4.08
208	2.69	398.95	0.89	401.23	2.28
209	0.11	399.06	0.77	402.0	2.94
210	0.25	399.31	1.16	403.16	3.85
211	1.74	401.05	1.19	404.35	3.3
212	1.42	402.47	1.04	405.39	2.92
213	2.44	404.91	0.96	406.35	1.44
214	5.97	410.88	1.12	412.0	1.12
215	0.8	411.68	0.8	412.8	1.12
216	1.15	412.83	0.87	413.7	0.87
217	4.89	417.72	1.0	418.72	1.0
218	0.99	418.71	1.08	419.8	1.09
219	0.7	419.41	0.99	420.79	1.38
220	3.18	422.59	1.2	423.79	1.2
221	3.48	426.07	1.1	427.17	1.1
222	1.51	427.58	1.06	428.64	1.06
223	2.14	429.72	1.02	430.74	1.02
224	0.59	430.31	1.06	431.8	1.49
225	1.31	431.62	0.76	432.56	0.94
226	0.43	432.05	0.92	433.48	1.43
227	0.58	432.63	1.05	434.53	1.9
228	4.1	436.73	1.0	437.73	1.0
229	0.05	436.78	0.77	438.5	1.72
230	1.11	437.89	0.83	439.33	1.44
231	4.06	441.95	1.03	442.98	1.03
232	6.31	448.26	1.2	449.46	1.2
233	3.27	451.53	0.87	452.4	0.87
234	0.69	452.22	1.05	453.45	1.23
235	3.88	456.1	1.21	457.31	1.21
236	0.61	456.71	1.02	458.33	1.62
237	0.9	457.61	0.91	459.24	1.63
238	0.02	457.63	1.03	460.27	2.64
239	0.97	458.6	0.79	461.06	2.46
240	3.53	462.13	1.2	463.33	1.2
241	0.3	462.43	0.78	464.11	1.68
242	1.38	463.81	0.76	464.87	1.06
243	6.21	470.02	1.14	471.16	1.14
244	0.27	470.29	0.93	472.09	1.8
245	0.66	470.95	0.86	472.95	2.0
246	0.2	471.15	1.03	473.98	2.83
247	9.06	480.21	0.88	481.09	0.88
248	1.09	481.3	1.12	482.42	1.12
249	2.87	484.17	1.1	485.27	1.1
250	1.03	485.2	1.2	486.47	1.27
251	0.84	486.04	1.2	487.67	1.63
252	1.97	488.01	1.14	489.15	1.14
253	2.09	490.1	1.19	491.29	1.19
254	2.92	493.02	1.13	494.15	1.13
255	9.45	502.47	0.96	503.43	0.96
256	2.06	504.53	0.78	505.31	0.78
257	7.75	512.28	1.02	513.3	1.02
258	0.24	512.52	1.2	514.5	1.98
259	3.01	515.53	1.18	516.71	1.18
260	1.19	516.72	0.97	517.69	0.97
261	0.16	516.88	1.02	518.71	1.83
262	0.29	517.17	1.15	519.86	2.69
263	0.7	517.87	1.03	520.89	3.02
264	0.24	518.11	0.85	521.74	3.63
265	1.54	519.65	0.91	522.65	3.0
266	1.87	521.52	0.96	523.61	2.09
267	2.56	524.08	1.03	525.11	1.03
268	0.31	524.39	1.23	526.34	1.95
269	2.47	526.86	0.77	527.63	0.77
270	1.84	528.7	0.83	529.53	0.83
271	3.51	532.21	1.25	533.46	1.25
272	5.32	537.53	0.86	538.39	0.86
273	0.82	538.35	1.03	539.42	1.07
274	0.92	539.27	0.96	540.38	1.11
275	0.72	539.99	0.9	541.28	1.29
276	2.41	542.4	1.02	543.42	1.02
277	0.19	542.59	0.75	544.17	1.58
278	1.76	544.35	1.03	545.38	1.03
279	0.9	545.25	1.24	546.62	1.37
280	1.59	546.84	1.0	547.84	1.0
281	6.41	553.25	1.17	554.42	1.17
282	0.97	554.22	0.95	555.37	1.15
283	2.59	556.81	1.02	557.83	1.02
284	5.72	562.53	1.25	563.78	1.25
285	0.37	562.9	0.96	564.74	1.84
286	1.07	563.97	1.06	565.8	1.83
287	3.37	567.34	1.21	568.55	1.21
288	2.89	570.23	0.96	571.19	0.96
289	0.71	570.94	0.88	572.07	1.13
290	0.94	571.88	1.05	573.12	1.24
291	3.85	575.73	0.83	576.56	0.83
292	1.14	576.87	1.15	578.02	1.15
293	5.35	582.22	0.96	583.18	0.96
294	3.2	585.42	0.98	586.4	0.98
295	1.5	586.92	0.94	587.86	0.94
296	0.22	587.14	0.81	588.67	1.53
297	0.51	587.65	1.07	589.74	2.09
298	1.19	588.84	0.79	590.53	1.69
299	0.26	589.1	1.11	591.64	2.54
300	1.15	590.25	1.18	592.82	2.57
301	0.96	591.21	1.06	593.88	2.67
302	0.11	591.32	1.2	595.08	3.76
303	1.35	592.67	1.05	596.13	3.46
304	1.75	594.42	0.96	597.09	2.67
305	0.38	594.8	0.88	597.97	3.17
306	0.92	595.72	1.22	599.19	3.47
307	1.59	597.31	1.02	600.21	2.9
308	0.24	597.55	1.14	601.35	3.8
309	0.24	597.79	0.82	602.17	4.38
310	5.89	603.68	0.77	604.45	0.77
311	1.2	604.88	0.82	605.7	0.82
312	1.02	605.9	1.04	606.94	1.04
313	0.52	606.42	0.87	607.81	1.39
314	0.1	606.52	0.93	608.74	2.22
315	0.43	606.95	1.03	609.77	2.82
316	0.56	607.51	0.96	610.73	3.22
317	2.09	609.6	1.03	611.76	2.16
318	0.9	610.5	0.85	612.61	2.11
319	0.46	610.96	1.24	613.85	2.89
320	2.12	613.08	1.05	614.9	1.82
321	3.13	616.21	1.24	617.45	1.24
322	3.78	619.99	0.94	620.93	0.94
323	1.36	621.35	1.11	622.46	1.11
324	2.44	623.79	1.14	624.93	1.14
325	2.35	626.14	0.93	627.07	0.93
326	1.79	627.93	1.08	629.01	1.08
327	1.03	628.96	1.24	630.25	1.29
328	0.29	629.25	0.75	631.0	1.75
329	1.6	630.85	0.81	631.81	0.96
330	0.43	631.28	1.24	633.05	1.77
331	1.11	632.39	1.03	634.08	1.69
332	4.29	636.68	1.07	637.75	1.07
333	0.99	637.67	0.81	638.56	0.89
334	3.12	640.79	1.24	642.03	1.24
335	0.82	641.61	0.86	642.89	1.28
336	2.09	643.7	1.07	644.77	1.07
337	0.05	643.75	0.98	645.75	2.0
338	0.71	644.46	1.04	646.79	2.33
339	6.72	651.18	0.86	652.04	0.86
340	1.18	652.36	1.11	653.47	1.11
341	1.61	653.97	0.91	654.88	0.91
342	2.13	656.1	1.17	657.27	1.17
343	0.58	656.68	1.17	658.44	1.76
344	0.62	657.3	0.97	659.41	2.11
345	5.06	662.36	1.01	663.37	1.01
346	3.17	665.53	0.83	666.36	0.83
347	3.21	668.74	0.85	669.59	0.85
348	1.81	670.55	1.25	671.8	1.25
349	0.95	671.5	0.89	672.69	1.19
350	5.41	676.91	0.96	677.87	0.96
351	1.04	677.95	0.79	678.74	0.79
352	0.38	678.33	0.9	679.64	1.31
353	2.38	680.71	1.05	681.76	1.05
354	1.69	682.4	0.96	683.36	0.96
355	0.15	682.55	1.02	684.38	1.83
356	1.69	684.24	1.21	685.59	1.35
357	1.18	685.42	1.18	686.77	1.35
358	5.38	690.8	1.14	691.94	1.14
359	2.85	693.65	0.76	694.41	0.76
360	3.97	697.62	1.13	698.75	1.13
361	1.21	698.83	1.08	699.91	1.08
362	0.39	699.22	0.99	700.9	1.68
363	0.15	699.37	1.2	702.1	2.73
364	0.03	699.4	0.8	702.9	3.5
365	0.83	700.23	0.94	703.84	3.61
366	0.99	701.22	0.79	704.63	3.41
367	0.2	701.42	1.05	705.68	4.26
368	0.78	702.2	0.92	706.6	4.4
369	4.59	706.79	1.01	707.8	1.01
370	0.39	707.18	0.77	708.57	1.39
371	1.52	708.7	1.2	709.9	1.2
372	5.09	713.79	0.9	714.69	0.9
373	4.45	718.24	0.91	719.15	0.91
374	0.21	718.45	0.82	719.97	1.52
375	0.4	718.85	0.87	720.84	1.99
376	1.51	720.36	1.01	721.85	1.49
377	0.02	720.38	1.1	722.95	2.57
378	2.41	722.79	1.09	724.04	1.25
379	1.35	724.14	0.92	725.06	0.92
380	0.14	724.28	0.92	725.98	1.7
381	6.03	730.31	1.15	731.46	1.15
382	2.01	732.32	0.85	733.17	0.85
383	1.08	733.4	1.19	734.59	1.19
384	3.91	737.31	1.06	738.37	1.06
385	2.07	739.38	1.14	740.52	1.14
386	0.59	739.97	1.01	741.53	1.56
387	0.53	740.5	0.97	742.5	2.0
388	0.59	741.09	0.96	743.46	2.37
389	1.58	742.67	1.2	744.66	1.99
390	1.92	744.59	0.79	745.45	0.86
391	0.43	745.02	0.85	746.3	1.28
392	0.81	745.83	0.77	747.07	1.24
393	0.32	746.15	0.83	747.9	1.75
394	0.24	746.39	0.8	748.7	2.31
395	0.54	746.93	1.13	749.83	2.9
396	0.91	747.84	0.82	750.65	2.81
397	0.45	748.29	0.84	751.49	3.2
398	3.42	751.71	0.93	752.64	0.93
399	0.78	752.49	0.95	753.59	1.1
400	0.51	753.0	1.24	754.83	1.83
401	2.64	755.64	1.06	756.7	1.06
402	7.01	762.65	1.2	763.85	1.2
403	0.8	763.45	0.88	764.73	1.28
404	6.47	769.92	1.05	770.97	1.05
405	2.93	772.85	1.14	773.99	1.14
406	0.27	773.12	0.78	774.77	1.65
407	0.45	773.57	0.77	775.54	1.97
408	2.65	776.22	0.87	777.09	0.87
409	1.24	777.46	1.05	778.51	1.05
410	4.16	781.62	0.91	782.53	0.91
411	3.56	785.18	1.17	786.35	1.17
412	6.53	791.71	0.84	792.55	0.84
413	0.4	792.11	1.03	793.58	1.47
414	1.92	794.03	1.21	795.24	1.21
415	0.69	794.72	1.08	796.32	1.6
416	1.83	796.55	1.12	797.67	1.12
417	1.33	797.88	0.88	798.76	0.88
418	0.19	798.07	0.77	799.53	1.46
419	1.05	799.12	0.9	800.43	1.31
420	1.06	800.18	1.14	801.57	1.39
421	0.72	800.9	1.13	802.7	1.8
422	1.16	802.06	0.83	803.53	1.47
423	0.1	802.16	1.07	804.6	2.44
424	1.05	803.21	1.22	805.82	2.61
425	0.54	803.75	1.05	806.87	3.12
426	2.51	806.26	1.09	807.96	1.7
427	6.19	812.45	1.15	813.6	1.15
428	1.53	813.98	1.2	815.18	1.2
429	5.45	819.43	1.05	820.48	1.05
430	2.08	821.51	1.07	822.58	1.07
431	1.41	822.92	0.92	823.84	0.92
432	1.95	824.87	1.0	825.87	1.0
433	0.2	825.07	0.79	826.66	1.59
434	3.91	828.98	1.03	830.01	1.03
435	5.36	834.34	0.82	835.16	0.82
436	3.28	837.62	1.13	838.75	1.13
437	0.61	838.23	1.04	839.79	1.56
438	2.46	840.69	0.77	841.46	0.77
439	4.7	845.39	1.03	846.42	1.03
440	1.73	847.12	1.01	848.13	1.01
441	3.2	850.32	0.99	851.31	0.99
442	0.43	850.75	0.8	852.11	1.36
443	0.05	850.8	1.05	853.16	2.36
444	1.17	851.97	1.24	854.4	2.43
445	2.54	854.51	1.05	855.56	1.05
446	1.04	855.55	1.21	856.77	1.22
447	0.21	855.76	0.85	857.62	1.86
448	5.75	861.51	1.23	862.74	1.23
449	2.06	863.57	0.82	864.39	0.82
450	1.08	864.65	0.91	865.56	0.91
451	1.07	865.72	0.75	866.47	0.75
452	0.48	866.2	1.18	867.65	1.45
453	3.68	869.88	0.83	870.71	0.83
454	1.27	871.15	1.09	872.24	1.09
455	3.5	874.65	0.9	875.55	0.9
456	3.44	878.09	1.16	879.25	1.16
457	0.06	878.15	0.96	880.21	2.06
458	1.03	879.18	0.87	881.08	1.9
459	0.95	880.13	1.01	882.09	1.96
460	2.78	882.91	1.01	883.92	1.01
461	12.12	895.03	0.84	895.87	0.84
462	0.33	895.36	0.83	896.7	1.34
463	0.27	895.63	0.98	897.68	2.05
464	1.89	897.52	1.19	898.87	1.35
465	2.33	899.85	0.99	900.84	0.99
466	1.62	901.47	0.88	902.35	0.88
467	0.06	901.53	0.9	903.25	1.72
468	1.27	902.8	0.78	904.03	1.23
469	1.28	904.08	1.24	905.32	1.24
470	0.84	904.92	0.81	906.13	1.21
471	1.95	906.87	1.02	907.89	1.02
472	5.41	912.28	1.14	913.42	1.14
473	3.86	916.14	1.19	917.33	1.19
474	2.48	918.62	1.12	919.74	1.12
475	0.19	918.81	1.15	920.89	2.08
476	0.26	919.07	1.22	922.11	3.04
477	0.09	919.16	1.06	923.17	4.01
478	2.48	921.64	1.13	924.3	2.66
479	2.94	924.58	1.02	925.6	1.02
480	1.19	925.77	0.99	926.76	0.99
481	0.67	926.44	1.03	927.79	1.35
482	1.11	927.55	1.16	928.95	1.4
483	0.77	928.32	0.77	929.72	1.4
484	1.43	929.75	1.04	930.79	1.04
485	1.23	930.98	1.03	932.01	1.03
486	0.21	931.19	0.76	932.77	1.58
487	1.31	932.5	1.14	933.91	1.41
488	1.28	933.78	0.89	934.8	1.02
489	1.77	935.55	0.93	936.48	0.93
490	0.48	936.03	1.09	937.57	1.54
491	2.03	938.06	0.93	938.99	0.93
492	1.47	939.53	0.85	940.38	0.85
493	3.34	942.87	1.02	943.89	1.02
494	2.04	944.91	0.94	945.85	0.94
495	1.74	946.65	0.88	947.53	0.88
496	3.09	949.74	1.03	950.77	1.03
497	0.66	950.4	1.09	951.86	1.46
498	0.23	950.63	0.85	952.71	2.08
499	0.46	951.09	1.08	953.79	2.7
500	0.67	951.76	0.88	954.67	2.91
501	0.02	951.78	1.21	955.88	4.1
502	1.67	953.45	1.14	957.02	3.57
503	8.84	962.29	1.13	963.42	1.13
504	1.08	963.37	1.24	964.66	1.29
505	1.05	964.42	1.02	965.68	1.26
506	0.73	965.15	0.92	966.6	1.45
507	3.69	968.84	0.81	969.65	0.81
508	4.08	972.92	0.78	973.7	0.78
509	4.74	977.66	0.97	978.63	0.97
510	2.71	980.37	1.19	981.56	1.19
511	1.78	982.15	0.77	982.92	0.77
512	0.36	982.51	1.09	984.01	1.5
513	5.96	988.47	0.81	989.28	0.81
514	1.92	990.39	1.11	991.5	1.11
515	2.24	992.63	1.19	993.82	1.19
516	6.24	998.87	1.23	1000.1	1.23
517	1.93	1000.8	1.07	1001.87	1.07
