CUSTOMER	ARRIVAL HEADWAY	ARRIVAL TIME	SERVICE TIME	DEPARTURE TIME	DELAY TIME
635	6.22	951.6	1.84	1273.08	321.48
636	0.2	951.8	2.1	1275.18	323.38
637	3.64	955.44	1.85	1277.03	321.59
638	0.38	955.82	2.18	1279.21	323.39
639	1.64	957.46	1.81	1281.02	323.56
640	2.67	960.13	2.24	1283.26	323.13
641	0.17	960.3	1.78	1285.04	324.74
642	1.23	961.53	1.97	1287.01	325.48
643	3.26	964.79	1.83	1288.84	324.05
644	0.4	965.19	1.77	1290.61	325.42
645	3.41	968.6	1.92	1292.53	323.93
646	0.02	968.62	2.17	1294.7	326.08
647	1.4	970.02	1.78	1296.48	326.46
648	2.6	972.62	1.96	1298.44	325.82
649	0.44	973.06	2.16	1300.6	327.54
650	0.86	973.92	1.92	1302.52	328.6
651	0.0	973.92	2.11	1304.63	330.71
652	1.34	975.26	2.15	1306.78	331.52
653	0.45	975.71	2.12	1308.9	333.19
654	2.55	978.26	1.92	1310.82	332.56
655	0.68	978.94	2.17	1312.99	334.05
656	9.28	988.22	1.76	1314.75	326.53
657	0.03	988.25	2.05	1316.8	328.55
658	2.03	990.28	1.91	1318.71	328.43
659	0.91	991.19	1.77	1320.48	329.29
660	0.37	991.56	1.86	1322.34	330.78
661	0.58	992.14	2.05	1324.39	332.25
662	3.08	995.22	1.87	1326.26	331.04
663	0.2	995.42	2.15	1328.41	332.99
664	0.94	996.36	1.85	1330.26	333.9
665	0.29	996.65	2.15	1332.41	335.76
666	2.42	999.07	2.2	1334.61	335.54
667	0.72	999.79	1.95	1336.56	336.77
668	1.32	1001.11	2.16	1338.72	337.61
